Age,Gender,Country,City,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Mobile_App_Usage,Payment_Method_Diversity,Lifetime_Value,Credit_Balance,Churned,Signup_Quarter
53.0,Male,Japan,Osaka,2.0,4.0,14.4,8.0,66.6,3.0,18.0,168.29,,69.1,10.2,2.5,4.0,1.0,0.0,9.0,2.0,2948.32,2648.0,0,Q1
54.0,Female,Canada,Vancouver,3.6,4.0,20.7,12.4,49.5,5.0,13.0,127.68,17.0,13.68,0.5,,2.0,4.0,33.4,26.0,1.0,1243.07,1480.0,0,Q4
24.0,Male,Germany,Munich,3.9,20.0,37.0,8.7,62.6,5.0,24.7,108.69,39.0,44.4,4.4,29.1,4.0,5.0,,20.0,3.0,2153.76,3204.0,0,Q4
41.0,Female,Australia,Sydney,2.8,7.0,16.3,5.1,81.5,1.0,4.0,210.14,2.0,10.3,1.1,9.6,5.0,1.0,0.0,13.4,3.0,858.13,1175.0,0,Q1
53.0,Female,USA,Chicago,0.6,0.0,13.4,4.2,76.6,0.0,4.0,89.18,26.0,46.1,,25.4,5.0,2.0,15.0,12.1,2.0,359.25,854.0,0,Q2
43.0,Female,USA,New York,0.5,14.0,,3.2,77.5,3.0,11.0,78.83,18.0,21.3,5.2,15.9,8.0,1.0,38.3,11.9,1.0,780.35,,0,Q1
18.0,Male,Canada,Ottawa,1.7,7.0,22.2,8.7,52.3,5.0,10.4,159.56,81.0,53.52,8.0,,9.0,1.0,,,1.0,1032.57,429.0,0,Q4
36.0,Female,UK,Glasgow,1.9,7.0,26.0,5.7,46.9,4.0,10.0,47.15,48.0,45.0,2.5,23.6,4.0,4.0,44.5,22.2,2.0,449.33,2435.0,0,Q3
46.0,Female,USA,Phoenix,3.1,14.0,26.6,10.6,68.7,6.0,15.0,134.14,47.0,27.8,0.8,29.0,6.0,5.0,22.2,18.0,2.0,1701.81,1782.0,0,Q1
,Female,USA,Phoenix,4.0,7.0,37.1,10.5,40.9,5.0,11.0,133.31,5.0,35.1,7.4,15.4,7.0,6.0,22.7,16.2,3.0,1716.47,619.0,0,Q2
24.0,Male,USA,Houston,1.2,9.0,38.9,7.5,53.9,9.0,11.0,67.3,17.0,45.9,2.8,46.1,9.0,2.0,22.2,25.5,2.0,617.37,2187.0,0,Q2
,Male,Australia,Sydney,2.8,11.0,11.8,2.8,81.0,0.0,7.800000000000001,94.05,17.0,12.6,,0.0,5.0,2.0,0.0,10.7,2.0,563.65,855.0,0,Q4
,Male,Germany,Frankfurt,2.8,10.0,,,64.9,3.0,8.0,71.6,61.0,58.1,7.8,0.5,5.0,0.0,6.3,10.9,5.0,592.82,383.0,0,Q1
34.0,Female,USA,Los Angeles,3.4,11.0,11.5,7.0,49.5,3.0,7.0,96.31,8.0,67.8,6.4,1.4,12.0,3.0,32.8,7.6,2.0,785.73,201.0,0,Q1
,Male,UK,Leeds,1.8,24.0,55.5,14.9,40.8,11.0,21.0,121.83,16.0,33.3,7.7,37.1,3.0,8.0,65.9,29.5,5.0,2093.17,3555.0,0,Q1
51.0,Female,Australia,Perth,0.5,13.0,29.7,6.5,49.6,3.0,16.0,76.12,17.0,77.9,9.0,22.9,5.0,2.0,32.7,21.0,3.0,1012.79,71.0,0,Q1
18.0,Male,UK,London,0.4,5.0,15.2,5.6,67.5,3.0,11.0,113.19,30.0,54.0,3.7,10.0,5.0,4.0,36.4,12.6,1.0,1318.57,2011.0,0,Q2
39.0,Male,Germany,Hamburg,0.1,4.0,21.1,5.7,48.3,2.0,8.0,130.11,30.0,41.0,1.6,5.7,3.0,0.0,36.7,13.4,2.0,1172.02,2607.0,0,Q2
35.0,Male,USA,Phoenix,1.5,0.0,22.5,8.6,69.4,4.0,7.0,125.01,21.0,23.9,7.1,18.4,7.0,3.0,0.0,14.1,3.0,919.19,1962.0,0,Q1
37.0,Female,USA,Los Angeles,0.7,15.0,35.0,6.9,65.1,4.0,16.0,201.12,29.0,16.7,15.5,32.4,3.0,7.0,,23.5,1.0,2805.1,1798.0,0,Q3
40.0,Male,USA,Phoenix,10.0,11.0,24.1,10.6,55.5,6.0,9.0,176.07,32.0,10.8,2.4,9.7,3.0,1.0,34.0,24.7,1.0,1401.04,1995.0,0,Q3
52.0,Female,USA,New York,4.0,20.0,43.7,17.6,27.7,10.0,20.0,79.81,11.0,50.2,4.7,43.0,3.0,8.0,81.9,31.8,2.0,1326.61,3074.0,0,Q2
43.0,Male,UK,London,2.1,15.0,40.9,12.3,50.9,10.0,23.0,52.24,13.0,24.7,7.7,44.0,1.0,6.0,26.0,,2.0,1207.53,2095.0,0,Q3
55.0,Male,India,Hyderabad,3.3,15.0,40.5,11.8,46.3,8.0,16.0,115.11,41.0,31.9,4.3,13.9,3.0,5.0,45.4,25.6,3.0,1909.06,1555.0,0,Q3
46.0,Male,USA,New York,4.0,7.0,25.3,9.3,43.0,3.0,11.0,132.29,17.0,77.3,4.0,9.9,2.0,3.0,5.3,23.2,1.0,1282.37,3117.0,0,Q1
28.0,Female,USA,Houston,5.4,16.0,36.4,10.3,29.6,5.0,13.0,98.4,9.0,26.3,2.0,15.2,5.0,3.0,38.0,26.3,3.0,1517.44,2101.0,0,Q2
41.0,Female,UK,Manchester,5.8,17.0,28.2,,58.9,1.0,12.0,70.65,31.0,45.6,9.7,31.1,7.0,1.0,39.5,18.0,,907.02,3474.0,0,Q3
42.0,Female,USA,New York,1.3,10.0,14.3,12.1,62.3,11.0,13.0,85.97,4.0,12.0,2.1,24.3,9.0,3.0,51.8,18.9,5.0,1010.0,2977.0,0,Q4
31.0,Female,Canada,Ottawa,1.8,14.0,21.0,5.5,60.7,,10.4,190.06,35.0,40.92,7.5,12.7,5.0,1.0,29.2,1.3,2.0,1292.75,2317.0,0,Q4
27.0,Female,USA,Phoenix,0.8,1.0,18.3,3.7,79.2,1.0,11.7,113.83,11.0,46.56,1.2,19.0,7.0,2.0,0.0,,4.0,998.01,1205.0,0,Q4
,Female,Germany,Cologne,2.1,16.0,20.0,9.4,74.1,5.0,9.0,146.82,57.0,49.6,8.0,27.2,7.0,1.0,33.2,22.3,3.0,1379.81,2825.0,0,Q1
,Female,France,Marseille,1.9,3.0,19.5,,54.7,0.0,5.0,71.62,2.0,45.8,4.2,3.7,8.0,3.0,0.0,8.0,2.0,375.15,843.0,0,Q3
42.0,Female,Australia,Adelaide,1.3,1.0,,3.3,69.3,1.0,4.0,115.51,7.0,79.8,1.4,,8.0,1.0,2.8,8.0,3.0,432.66,1508.0,0,Q1
27.0,Female,UK,Leeds,0.8,14.0,21.2,7.0,76.6,,6.0,132.56,24.0,37.6,12.3,0.0,7.0,3.0,7.4,20.9,3.0,882.62,,0,Q2
56.0,Male,Canada,Calgary,4.6,14.0,33.9,8.5,51.4,3.0,17.0,86.12,35.0,26.4,16.0,31.7,2.0,0.0,48.1,29.8,5.0,1421.74,1620.0,0,Q3
27.0,Female,Australia,Brisbane,3.0,13.0,22.6,8.4,63.2,5.0,5.0,148.12,12.0,67.3,3.1,12.7,4.0,,23.3,0.0,2.0,787.75,738.0,0,Q2
31.0,Male,Australia,Melbourne,4.3,0.0,24.5,9.4,46.0,5.0,11.0,147.83,56.0,54.8,5.0,28.7,7.0,3.0,11.9,18.4,1.0,1686.88,1474.0,0,Q2
26.0,Female,USA,Los Angeles,1.4,21.0,34.9,12.7,30.9,9.0,18.0,133.81,30.0,70.1,1.5,23.4,3.0,7.0,62.2,33.6,,2854.79,,0,Q3
47.0,Female,Japan,Osaka,5.5,12.0,36.7,11.6,41.5,2.0,24.7,158.61,52.0,46.2,5.4,28.9,5.0,2.0,34.0,,2.0,3060.85,3716.0,0,Q4
27.0,Male,UK,Glasgow,2.6,6.0,20.8,5.8,67.7,4.0,12.0,56.57,61.0,15.3,1.0,27.3,6.0,2.0,12.6,12.9,2.0,686.29,1061.0,0,Q2
38.0,Male,France,Paris,2.5,9.0,,4.8,60.2,1.0,3.0,57.9,14.0,34.5,3.4,0.0,8.0,0.0,0.0,9.0,2.0,170.56,496.0,0,Q1
39.0,Female,USA,Chicago,1.4,20.0,30.8,8.1,43.7,7.0,14.0,121.25,46.0,32.7,5.4,20.1,4.0,4.0,60.4,16.6,4.0,1973.36,,0,Q1
,Female,USA,Chicago,2.6,14.0,28.6,12.7,48.9,7.0,11.0,144.18,52.0,15.8,,25.4,4.0,1.0,54.7,24.1,4.0,1523.71,982.0,0,Q2
36.0,Female,Germany,Frankfurt,1.3,19.0,27.7,5.4,62.9,0.0,9.0,131.72,60.0,57.5,2.8,10.7,6.0,2.0,13.1,3.8,3.0,1230.14,2865.0,0,Q3
41.0,Male,USA,Houston,1.3,0.0,16.9,6.9,71.9,4.0,7.0,75.74,55.0,30.6,11.3,19.8,9.0,2.0,30.8,17.4,2.0,492.71,,0,Q3
27.0,Male,Canada,Toronto,5.5,13.0,16.5,5.4,54.5,2.0,9.0,96.48,5.0,25.9,12.4,21.4,10.0,0.0,14.5,18.9,3.0,856.55,2968.0,0,Q1
73.0,Male,UK,Birmingham,2.8,11.0,31.8,9.2,50.4,1.0,19.0,75.79,37.0,18.4,,31.1,5.0,4.0,36.0,15.7,,1170.66,1129.0,0,Q3
58.0,Female,France,Toulouse,3.2,9.0,15.6,7.8,52.1,5.0,10.0,124.53,5.0,10.9,,7.9,8.0,0.0,30.4,13.6,3.0,1372.01,896.0,0,Q1
35.0,Male,UK,Manchester,0.4,10.0,27.5,5.7,56.7,4.0,13.0,138.75,21.0,40.8,17.5,16.6,4.0,5.0,33.9,23.5,1.0,1746.79,2423.0,0,Q3
46.0,Female,UK,Leeds,2.1,11.0,26.0,9.9,49.6,5.0,13.0,116.59,8.0,,9.0,23.8,5.0,4.0,16.6,,2.0,1244.69,2763.0,0,Q3
28.0,Male,Germany,Frankfurt,0.5,13.0,35.6,11.2,44.2,4.0,18.2,123.11,38.0,56.4,3.9,49.4,3.0,,42.3,32.4,3.0,1602.3,3994.0,0,Q4
18.0,Female,USA,Chicago,2.0,26.0,58.3,14.2,45.1,13.0,22.0,100.19,186.0,56.2,7.1,38.7,3.0,6.0,53.9,,2.0,1827.12,3975.0,0,Q2
42.0,Female,Canada,Ottawa,4.4,0.0,23.5,,61.0,5.0,11.7,103.5,16.0,74.16,6.7,9.4,7.0,,18.8,8.8,,988.29,1981.0,0,Q4
36.0,Female,France,Lyon,2.4,15.0,32.9,11.7,31.4,6.0,14.0,151.36,,24.2,19.2,28.5,5.0,,42.4,33.3,3.0,2058.6,2216.0,0,Q2
,Male,USA,New York,5.0,18.0,38.7,14.5,53.6,5.0,14.0,123.51,36.0,33.2,1.6,26.6,10.0,5.0,34.3,28.4,3.0,1447.02,1724.0,0,Q2
,Male,Canada,Toronto,1.6,4.0,23.8,6.5,54.6,1.0,10.0,129.89,10.0,27.3,5.4,10.9,10.0,0.0,,21.2,2.0,1384.42,1573.0,0,Q1
57.0,Male,USA,New York,3.7,2.0,14.9,4.3,78.0,4.0,10.4,137.08,,104.4,,14.9,10.0,1.0,29.9,20.7,3.0,940.01,0.0,0,Q4
25.0,Female,Japan,Kyoto,7.2,13.0,29.6,11.3,54.0,6.0,13.0,118.7,81.0,41.9,8.4,29.7,5.0,3.0,45.0,22.9,2.0,1652.98,3973.0,0,Q3
35.0,Female,USA,Los Angeles,3.5,3.0,29.6,9.8,60.4,3.0,13.0,68.4,38.0,31.6,5.1,33.2,8.0,5.0,27.9,16.3,3.0,827.22,2344.0,0,Q2
43.0,Female,USA,Los Angeles,4.0,0.0,23.2,3.6,69.2,2.0,18.2,119.42,46.0,45.0,2.0,32.8,3.0,,38.1,21.1,5.0,1488.02,1384.0,0,Q4
53.0,Male,Japan,Yokohama,8.4,8.0,,11.3,64.6,7.0,20.0,93.17,42.0,61.1,3.7,17.8,5.0,5.0,,15.9,,1590.07,0.0,0,Q1
36.0,Female,USA,New York,0.5,12.0,24.8,9.0,40.4,3.0,18.0,71.12,19.0,22.6,5.0,40.4,,,35.9,28.7,1.0,1041.21,2098.0,0,Q3
55.0,Male,UK,Manchester,1.7,5.0,13.7,9.2,67.4,1.0,9.0,118.82,10.0,33.9,12.8,,6.0,2.0,8.9,18.2,2.0,1203.2,2403.0,0,Q2
29.0,Female,Australia,Perth,2.1,6.0,33.5,7.4,57.8,3.0,7.0,146.26,4.0,15.5,2.4,18.6,4.0,0.0,22.4,17.6,2.0,1065.51,1266.0,0,Q1
36.0,Male,Japan,Kyoto,6.4,8.0,23.2,7.7,76.5,2.0,6.0,213.81,27.0,55.2,,4.8,7.0,3.0,3.7,11.4,1.0,1477.88,,0,Q2
45.0,Male,Canada,Montreal,0.9,3.0,21.9,,80.3,1.0,12.0,173.3,28.0,83.8,1.7,,8.0,1.0,0.0,10.1,3.0,1822.2,1793.0,0,Q1
31.0,Female,USA,New York,2.8,8.0,18.5,8.4,62.0,6.0,14.3,137.4,10.0,41.16,1.5,14.8,7.0,6.0,16.8,17.9,4.0,1714.99,2038.0,0,Q4
34.0,Male,Germany,Berlin,9.3,14.0,31.5,6.8,58.0,,15.6,107.54,6.0,90.6,3.2,25.9,4.0,0.0,41.3,20.1,3.0,1165.46,2808.0,0,Q4
61.0,Female,Canada,Montreal,0.1,0.0,18.8,3.9,71.2,2.0,18.0,74.5,3.0,31.4,2.0,1.4,10.0,1.0,12.5,21.4,,1401.58,,0,Q2
,Female,USA,Phoenix,0.6,13.0,23.5,6.4,64.9,5.0,13.0,102.54,42.0,49.3,15.4,18.1,2.0,2.0,31.1,14.7,2.0,1583.6,3667.0,0,Q2
31.0,Female,Australia,Brisbane,1.1,0.0,20.5,6.4,63.8,1.0,12.0,128.41,,69.8,3.0,11.0,8.0,3.0,13.4,11.3,3.0,1490.87,296.0,0,Q2
49.0,Male,Germany,Munich,3.2,2.0,17.5,,67.3,4.0,7.0,120.96,44.0,60.7,4.9,25.3,6.0,3.0,,,4.0,733.38,1057.0,0,Q3
53.0,Male,India,Bangalore,6.2,17.0,29.8,12.5,67.3,3.0,16.0,93.63,41.0,27.3,14.7,22.7,7.0,4.0,54.8,18.7,2.0,1454.69,2991.0,0,Q3
43.0,Female,Germany,Munich,3.8,21.0,36.6,14.5,42.8,8.0,17.0,131.24,39.0,21.7,5.1,39.9,5.0,4.0,48.6,29.2,2.0,2551.61,3209.0,0,Q3
29.0,Male,USA,Houston,3.9,18.0,28.8,10.3,44.9,4.0,18.0,102.02,21.0,,6.6,41.0,8.0,5.0,58.0,17.7,2.0,1610.12,2286.0,0,Q1
52.0,Male,Canada,Calgary,5.6,12.0,26.4,7.3,59.0,3.0,8.0,105.75,38.0,15.3,24.0,32.5,5.0,5.0,34.0,18.5,1.0,749.94,1833.0,0,Q1
67.0,Male,Germany,Cologne,2.2,12.0,26.6,5.9,48.7,3.0,11.7,90.83,,,0.6,33.0,6.0,1.0,,20.3,1.0,792.66,798.0,0,Q4
29.0,Female,France,Marseille,0.9,7.0,22.8,3.7,52.4,4.0,11.7,140.06,17.0,49.2,9.8,24.2,7.0,4.0,22.6,20.1,2.0,1480.36,629.0,0,Q4
45.0,Female,UK,Leeds,0.3,26.0,51.8,13.9,44.8,9.0,23.0,60.49,22.0,12.7,10.4,35.7,2.0,7.0,62.7,34.4,2.0,1412.02,4863.0,0,Q3
41.0,Female,France,Nice,0.6,6.0,33.7,10.9,51.2,6.0,23.4,64.08,82.0,,10.6,27.4,4.0,3.0,31.7,28.8,,1315.83,1870.0,0,Q4
42.0,Female,Japan,Yokohama,2.0,11.0,17.5,6.3,44.9,3.0,16.0,63.93,27.0,17.3,1.3,16.1,6.0,3.0,18.7,7.5,1.0,1225.41,3455.0,0,Q2
35.0,Female,USA,Los Angeles,3.1,12.0,28.6,8.7,43.8,5.0,13.0,155.47,6.0,27.9,16.1,29.9,5.0,4.0,44.1,21.7,3.0,1902.33,2872.0,0,Q3
26.0,Male,Germany,Munich,2.1,14.0,11.9,10.1,55.2,3.0,6.0,101.07,67.0,6.7,2.5,14.2,5.0,1.0,0.0,,2.0,678.9,458.0,0,Q3
35.0,Female,Germany,Frankfurt,1.3,18.0,19.3,6.8,49.9,2.0,6.0,183.53,48.0,85.0,6.6,18.1,7.0,3.0,0.0,9.3,2.0,1156.52,0.0,0,Q3
24.0,Other,USA,Chicago,0.4,9.0,34.3,7.0,67.1,0.0,13.0,102.53,33.0,51.6,13.4,17.9,8.0,3.0,,22.2,3.0,1353.75,1177.0,0,Q2
27.0,Male,Germany,Berlin,6.2,18.0,35.0,9.3,49.9,5.0,18.0,59.79,62.0,16.5,1.4,26.2,1.0,5.0,50.6,17.8,2.0,1110.44,1340.0,0,Q3
27.0,Male,UK,Glasgow,3.1,19.0,34.2,8.9,62.4,6.0,14.0,123.43,13.0,33.8,5.7,25.8,6.0,2.0,,26.6,1.0,1798.28,3089.0,0,Q3
42.0,Female,Germany,Munich,0.5,21.0,31.6,10.8,53.0,6.0,20.0,171.82,12.0,62.2,6.8,21.9,5.0,1.0,44.6,26.3,,3360.64,4017.0,0,Q3
45.0,Male,Australia,Brisbane,4.1,6.0,19.7,9.3,39.5,3.0,9.0,95.15,11.0,15.4,5.7,17.1,3.0,3.0,37.3,15.9,1.0,766.82,3670.0,0,Q3
57.0,Male,UK,London,2.7,0.0,,3.7,68.1,1.0,2.6,138.61,0.0,92.28,2.6,0.0,6.0,2.0,0.0,1.6,,316.91,993.0,0,Q4
48.0,Male,Japan,Kyoto,2.9,19.0,41.5,13.1,23.6,10.0,20.0,116.23,0.0,8.4,7.2,49.0,2.0,,55.3,31.9,1.0,2773.85,4216.0,0,Q3
45.0,Male,UK,Birmingham,0.8,21.0,25.6,8.5,69.4,4.0,10.0,81.12,17.0,23.3,8.5,7.1,6.0,2.0,34.6,17.7,3.0,834.2,2884.0,0,Q3
25.0,Female,Canada,Vancouver,2.8,0.0,20.5,5.2,81.8,2.0,6.0,49.83,26.0,67.7,4.0,,1.0,,18.7,12.9,1.0,308.12,1865.0,0,Q3
35.0,Female,India,Hyderabad,0.7,7.0,32.4,9.7,51.8,3.0,16.900000000000002,156.02,72.0,42.96,9.2,23.1,5.0,1.0,46.3,22.6,3.0,1993.37,,0,Q4
30.0,Female,USA,Chicago,4.0,13.0,29.9,11.7,54.8,7.0,13.0,100.89,51.0,24.2,5.3,35.7,7.0,6.0,31.1,19.9,2.0,1324.84,2127.0,0,Q2
,Female,Canada,Ottawa,4.0,13.0,41.3,11.0,40.5,3.0,17.0,146.7,27.0,33.5,1.2,39.2,4.0,2.0,50.2,26.7,5.0,2750.07,1969.0,0,Q2
33.0,Female,India,Hyderabad,4.1,20.0,25.0,11.7,53.9,,11.0,119.71,58.0,49.6,18.5,18.1,7.0,4.0,,,2.0,1564.21,3194.0,0,Q3
18.0,Female,Canada,Montreal,3.5,10.0,35.3,8.4,65.2,2.0,15.6,134.95,74.0,,2.8,16.1,1.0,5.0,41.4,13.6,,1365.18,2230.0,0,Q4
60.0,Female,Canada,Vancouver,1.4,3.0,20.8,6.8,61.1,3.0,13.0,99.97,30.0,19.56,3.4,35.7,4.0,2.0,19.7,21.6,2.0,894.89,1375.0,0,Q4
55.0,Male,USA,Los Angeles,9.1,12.0,33.0,11.9,43.6,2.0,11.0,78.14,14.0,56.9,9.3,29.2,8.0,5.0,22.7,25.2,2.0,927.26,386.0,0,Q2
29.0,Female,USA,New York,2.8,9.0,23.9,9.6,59.0,1.0,6.0,78.1,19.0,16.2,6.1,27.5,5.0,1.0,16.2,15.7,2.0,455.98,0.0,0,Q3
36.0,Male,Canada,Montreal,3.7,14.0,,8.1,67.1,2.0,6.0,79.6,14.0,28.0,3.9,17.9,7.0,2.0,24.7,8.6,,467.4,1757.0,0,Q1
37.0,Male,Canada,Vancouver,2.6,10.0,31.2,4.6,46.7,3.0,12.0,80.38,,41.8,8.7,12.8,7.0,2.0,31.5,15.0,3.0,1001.96,,0,Q3
46.0,Female,USA,Houston,3.7,23.0,34.6,13.0,49.8,5.0,18.2,121.96,80.0,20.88,11.0,19.2,7.0,2.0,31.1,20.8,2.0,1795.69,382.0,0,Q4
29.0,Female,UK,Leeds,7.4,1.0,42.3,7.5,58.5,9.0,13.0,195.58,,48.8,2.4,21.1,3.0,1.0,44.6,22.2,2.0,2240.68,2547.0,0,Q1
40.0,Female,Canada,Vancouver,2.3,3.0,16.2,2.7,62.7,2.0,5.0,68.94,15.0,58.7,6.1,0.0,6.0,1.0,24.8,9.0,1.0,372.09,1164.0,0,Q3
51.0,Male,Canada,Calgary,2.1,10.0,15.6,6.6,66.6,8.0,11.0,165.64,6.0,42.7,8.4,18.9,7.0,2.0,52.5,14.6,3.0,1810.49,2483.0,0,Q2
41.0,Female,USA,Houston,4.8,2.0,22.9,,56.1,4.0,12.0,69.6,68.0,32.3,4.5,,5.0,2.0,44.2,16.0,1.0,740.1,1232.0,0,Q3
20.0,Male,Canada,Toronto,1.3,14.0,20.1,4.1,63.3,1.0,7.0,174.07,37.0,,0.6,7.5,10.0,0.0,0.0,8.2,2.0,1160.71,1911.0,0,Q3
47.0,Female,France,Lyon,0.4,5.0,20.3,7.7,65.5,0.0,8.0,142.46,27.0,8.1,0.7,26.0,2.0,0.0,2.1,18.7,4.0,1117.9,33.0,0,Q2
55.0,Female,Australia,Sydney,1.3,7.0,27.4,9.1,49.1,1.0,9.0,106.56,16.0,50.7,6.9,21.7,3.0,0.0,21.6,11.7,3.0,787.1,3131.0,0,Q2
33.0,Male,Australia,Adelaide,1.8,16.0,,5.9,61.3,3.0,13.0,68.05,10.0,33.6,3.3,8.6,7.0,4.0,34.4,15.5,3.0,647.82,,0,Q4
42.0,Female,Japan,Nagoya,2.6,19.0,41.2,13.4,37.6,8.0,15.0,107.98,23.0,40.4,7.8,33.5,5.0,2.0,26.3,16.2,3.0,1514.1,2825.0,0,Q3
31.0,Female,UK,Manchester,1.5,15.0,35.2,12.1,39.1,7.0,17.0,90.46,38.0,,11.2,19.7,5.0,6.0,56.3,33.3,2.0,1728.95,2725.0,0,Q3
40.0,Male,Canada,Toronto,1.0,13.0,50.9,16.9,37.4,9.0,21.0,92.1,14.0,56.7,4.9,40.6,2.0,3.0,73.5,38.1,3.0,2152.7,,0,Q2
40.0,Female,USA,Houston,2.4,12.0,18.5,5.4,45.7,8.0,8.0,96.92,74.0,34.7,4.0,9.8,5.0,2.0,0.0,20.6,2.0,836.4,3009.0,0,Q3
,Female,Australia,Perth,2.5,0.0,28.0,11.1,75.8,6.0,12.0,90.97,45.0,79.5,14.4,17.7,6.0,3.0,36.3,11.4,2.0,1146.75,1309.0,0,Q1
,Female,Germany,Berlin,3.0,23.0,44.5,11.7,47.3,16.0,19.0,142.47,4.0,44.5,7.7,28.8,2.0,4.0,,,3.0,2623.51,4303.0,0,Q2
31.0,Female,France,Nice,0.5,11.0,38.6,9.0,42.8,4.0,14.0,93.58,36.0,29.5,2.1,26.4,3.0,4.0,41.3,14.4,3.0,1207.5,2590.0,0,Q2
,Male,India,Delhi,3.3,2.0,,9.2,65.7,2.0,12.0,129.59,73.0,32.8,3.8,15.1,3.0,2.0,0.0,15.9,1.0,1749.78,1938.0,0,Q2
33.0,Male,Australia,Sydney,0.8,2.0,10.2,4.5,68.4,3.0,6.0,206.49,5.0,56.0,2.6,21.8,9.0,1.0,29.6,13.5,2.0,1267.38,1305.0,0,Q3
44.0,Female,Canada,Ottawa,4.1,14.0,32.0,,61.4,4.0,14.0,106.03,1.0,16.2,1.3,20.6,3.0,6.0,40.5,19.1,2.0,1191.76,4013.0,0,Q3
,Male,USA,Chicago,4.0,8.0,23.3,7.9,63.5,3.0,10.0,167.23,63.0,60.6,2.1,44.2,8.0,4.0,18.4,18.1,2.0,1379.45,2949.0,0,Q3
27.0,Female,USA,Houston,2.7,12.0,30.7,10.3,64.2,6.0,14.0,102.8,29.0,58.9,2.2,47.4,8.0,6.0,21.6,22.6,2.0,1716.4,3365.0,0,Q2
50.0,Female,USA,Chicago,3.2,14.0,35.0,11.8,36.3,,20.8,144.72,3.0,54.35999999999999,0.2,22.8,4.0,3.0,66.5,33.4,2.0,1998.59,2866.0,0,Q4
20.0,Female,France,Paris,3.2,3.0,,8.1,65.1,6.0,14.0,118.67,2.0,32.4,5.3,17.5,2.0,2.0,22.8,14.5,4.0,1338.92,1784.0,0,Q2
46.0,Female,Australia,Adelaide,6.0,12.0,19.3,4.7,80.6,3.0,5.0,78.06,6.0,82.7,6.6,16.9,2.0,2.0,0.0,11.3,2.0,442.91,530.0,0,Q2
29.0,Female,Canada,Calgary,1.9,10.0,28.9,7.5,57.0,2.0,19.5,88.65,,21.0,2.5,9.9,5.0,0.0,32.5,23.1,,1458.17,3158.0,0,Q4
26.0,Female,Germany,Hamburg,1.6,16.0,16.0,5.8,71.3,2.0,7.0,75.48,4.0,32.1,15.6,9.2,3.0,0.0,5.4,7.8,2.0,439.63,798.0,0,Q2
44.0,Female,Canada,Vancouver,1.8,6.0,10.0,3.6,72.2,3.0,4.0,136.59,31.0,62.4,6.7,20.7,5.0,0.0,0.0,12.9,1.0,512.69,263.0,0,Q1
18.0,Female,Germany,Hamburg,1.0,22.0,32.3,11.0,42.2,,20.0,145.66,134.0,62.8,6.2,49.2,3.0,1.0,44.9,26.5,2.0,2566.26,2416.0,0,Q1
,Male,France,Lyon,2.2,6.0,,8.5,68.5,2.0,2.0,184.26,10.0,30.9,0.6,0.0,6.0,0.0,20.0,0.2,3.0,387.38,603.0,0,Q1
40.0,Male,Japan,Nagoya,3.2,8.0,28.4,10.3,44.5,7.0,13.0,126.4,37.0,46.9,2.1,20.7,7.0,5.0,31.6,17.4,2.0,1527.72,2537.0,0,Q1
35.0,Female,Canada,Vancouver,2.5,9.0,23.5,7.4,67.2,4.0,8.0,84.89,11.0,57.6,8.5,0.0,5.0,1.0,,13.5,2.0,571.4,1360.0,0,Q2
36.0,Male,USA,Phoenix,0.9,26.0,41.0,16.0,34.2,6.0,22.0,233.25,67.0,42.4,6.1,45.5,5.0,5.0,62.5,29.8,2.0,5111.51,3587.0,0,Q3
45.0,Male,USA,Chicago,2.3,10.0,19.8,10.3,51.2,1.0,12.0,106.95,52.0,,13.2,24.6,5.0,0.0,,15.9,3.0,1319.38,2446.0,0,Q2
37.0,Female,UK,Birmingham,2.5,23.0,52.6,17.8,21.1,15.0,23.0,129.12,6.0,34.6,3.8,40.0,5.0,12.0,84.1,39.9,2.0,3099.89,3153.0,0,Q2
51.0,Female,Australia,Adelaide,3.4,23.0,39.7,,44.7,3.0,19.0,74.86,6.0,60.3,1.7,25.9,3.0,8.0,40.8,24.9,2.0,1501.45,1951.0,0,Q2
46.0,Female,UK,Leeds,7.6,12.0,17.6,6.4,66.0,1.0,14.3,90.63,2.0,63.72,,8.3,11.0,,11.6,13.6,2.0,1153.31,1276.0,0,Q4
33.0,Other,USA,Los Angeles,2.0,14.0,43.6,10.2,34.0,6.0,15.0,97.51,41.0,29.8,9.9,29.5,7.0,2.0,,22.7,1.0,1708.03,3510.0,0,Q2
55.0,Male,USA,Phoenix,1.4,1.0,17.7,6.4,75.4,1.0,9.0,75.27,21.0,5.4,0.6,13.1,5.0,0.0,51.7,13.0,2.0,622.88,1738.0,0,Q1
37.0,Male,USA,Houston,2.2,16.0,36.4,15.2,42.8,6.0,21.0,65.79,0.0,6.3,4.1,41.3,5.0,9.0,38.6,,3.0,1303.12,3175.0,0,Q1
49.0,Female,Australia,Adelaide,1.9,12.0,12.1,3.0,66.1,1.0,5.0,122.98,3.0,19.6,10.6,8.7,6.0,2.0,5.6,11.3,5.0,593.49,1604.0,0,Q2
